,Address,Walk_Score,Transit_Score,Bike_Score
5370,"9811 Hawkwood, San Antonio, TX 78250",14,32,42
5371,"5120 Via Avante, San Diego, CA 92130",0,0,4
5372,"3272 N Elm St, Denver, CO 80207",56,45,88
5373,"5007 E County Road 58, Midland, TX 79705",0,0,25
5374,"8218 Plum Dr, Urbandale, IA 50322",47,0,38
5375,"305 Kiwi St, McAllen, TX 78504",18,0,54
5376,"333 Belmore, San Elizario, TX 79849",2,0,30
5377,"3067 S Holly Pl, Denver, CO 80222",29,55,58
5378,"1048 Cayuse Dr, Richland, WA 99352",8,17,18
5379,"1328 30th St, Bettendorf, IA 52722",27,0,0
5380,"610 N Elm St, Escondido, CA 92025",62,37,63
5381,"10850 Sabre Hill Dr UNIT 236, San Diego, CA 92128",29,32,23
5382,"2913 Corbin Ln, Austin, TX 78704",11,42,63
5383,"165 Blossom Hill Rd SPACE 170, San Jose, CA 95123",72,39,68
5384,"80 Highland Rd, Staten Island, NY 10308",0,63,0
5385,"2218 Bingle Rd, Houston, TX 77055",53,30,45
5386,"12035 Caminito Cadena, San Diego, CA 92128",48,30,28
5387,"4518 84th St, Urbandale, IA 50322",60,0,47
5388,"2458 E Porter Ave, Des Moines, IA 50320",3,0,20
5389,"55 Bellmore St, Floral Park, NY 11001",79,0,0
5390,"3299 W Colorado Ave, Denver, CO 80219",66,48,71
5391,"8321 Distinctive Dr, San Diego, CA 92108",31,39,16
5392,"3074 Marlborough Ave, San Diego, CA 92105",52,43,22
5393,"1257 Ravenwood Rd, Waterloo, IA 50702",31,25,38
5394,"3545 Bryant St, Denver, CO 80211",65,44,76
5395,"603 Inca St #503, Denver, CO 80204",79,64,89
5396,"9559 Fm 1458 Rd, Sealy, TX 77474",5,0,26
5397,"15720 Manor Way APT E4, Lynnwood, WA 98087",32,50,48
5398,"Stella Plan, The Horizon Collection at Altaira at High Point",14,18,37
5399,"2001 Lincoln St UNIT 1821, Denver, CO 80202",94,83,95
5400,"3403 Meridian Ave, San Jose, CA 95124",69,29,61
5401,"4027 W 44th Ave, Denver, CO 80212",87,34,77
5402,"3931 Wallingford Ave N, Seattle, WA 98103",88,62,77
5403,"2566 Bentley Ridge Dr, San Jose, CA 95138",32,19,37
5404,"114 Railroad St, Norway, IA 52318",20,0,22
5405,"6851 Fm 2289, Normangee, TX 77871",24,0,44
5406,"Residence 1 Plan, Canopy Grove Sanctuary",29,16,0
5407,"198-07 120th Ave, Jamaica, NY 11412",0,65,0
5408,"270 W 17th St APT 2B, New York, NY 10011",0,100,0
5409,"2680 Blake St UNIT 20, Denver, CO 80205",92,69,98
5410,"2580 Senter Rd SPACE 421, San Jose, CA 95111",62,41,74
5411,"23418 Banksia Dr, New Caney, TX 77357",8,0,33
5412,"3505 Sage Rd UNIT 414, Houston, TX 77056",66,55,47
5413,"4454 Ohio St, San Diego, CA 92116",95,52,81
5414,"1 Three Ponds Ln, Woodbury, NY 11797",29,0,23
5415,"2189 Inverness Way, Coupeville, WA 98239",7,0,20
5416,"6415 Bloom Rd, Newark, NY 14513",1,0,0
5417,"6516 57th Dr NE, Marysville, WA 98270",29,0,0
5418,"17621 SE Lake Moneysmith Rd, Auburn, WA 98092",0,0,0
5419,"3548 Wilcox St, San Diego, CA 92106",45,25,41
5420,"4767 Falconhurst Ter, San Diego, CA 92154",52,33,19
5421,"2948 Salina Dr, Grand Prairie, TX 75054",2,0,25
5422,"3340 Landess Ave APT B, San Jose, CA 95132",58,33,61
5423,"4584 Cove Dr, Carlsbad, CA 92008",23,20,16
5424,"5412 W Prentice Cir, Denver, CO 80123",9,23,31
5425,"8633 Wagon Trl, Crossroads, TX 76227",8,0,28
5426,"424 NE Maple Leaf Pl UNIT B, Seattle, WA 98115",87,55,86
5427,"67 Liddell St, Buffalo, NY 14212",44,45,43
5428,"15 Lake Marie Ln, Bedford Hills, NY 10507",28,0,26
5429,"4193 San Miguel Way, San Jose, CA 95111",64,50,62
5430,"105 Foster Blvd, Iowa Falls, IA 50126",53,0,43
5431,"2383 Seneca St, Buffalo, NY 14210",72,33,51
5432,"4652 Perry Ct, Lewiston, NY 14092",1,0,28
5433,"845 Fort Stockton Dr UNIT 114, San Diego, CA 92103",92,48,69
5434,"17328 Carranza Dr, San Diego, CA 92127",5,20,8
5435,"5475 San Mateo Dr, San Diego, CA 92114",38,49,17
5436,"2 Sterling Rd, Great Neck, NY 11024",26,0,28
5437,"367 W I St, Encinitas, CA 92024",74,36,31
5438,"1005 N Linn St, Glenwood, IA 51534",24,0,25
5439,"1917 W California St, San Diego, CA 92110",72,61,47
5440,"2992 Elmwood St, Carlsbad, CA 92008",66,34,0
5441,"3243 Maxroy St, Houston, TX 77008",23,37,34
5442,"22627 Bolanzo Ln, New Caney, TX 77357",7,0,27
5443,"154 Gold Rush Ridge Rd, Oroville, WA 98844",0,0,0
5444,"2618 N Howard St, Spokane, WA 99205",63,41,64
5445,"2725 E Fir St UNIT 93, Mount Vernon, WA 98273",32,0,0
5446,"2023 Chautauqua Pkwy, Des Moines, IA 50314",32,36,31
5447,"191 La Costa Ave, Encinitas, CA 92024",29,26,45
5448,"2173 Sky Meadow Ave, Richland, WA 99352",39,0,0
5449,"4575 La Cuenta Dr, San Diego, CA 92124",36,18,18
5450,"2519 195th Street Ct E, Spanaway, WA 98387",0,0,0
5451,"59 W 12th St APT 5A, New York, NY 10011",0,100,0
5452,"650 Auk Ct SE, Ocean Shores, WA 98569",0,0,42
5453,"346 Smith, Lindale, TX 75771",50,0,47
5454,"2301 S Race St UNIT A, Denver, CO 80210",65,39,79
5455,"1503 NW 204th St, Shoreline, WA 98177",42,29,38
5456,"1812 52nd Ct, Washougal, WA 98671",1,0,11
5457,"1140 S Tennyson St, Denver, CO 80219",50,38,61
5458,"758 Warring Dr APT 4, San Jose, CA 95123",62,35,81
5459,"920 W Julian St, San Jose, CA 95126",91,64,91
5460,"3152 Vinifera Dr, San Jose, CA 95135",48,26,59
5461,"22618 Spring Crossing Dr, Spring, TX 77373",28,0,36
5462,"23222 San Salvador Pl, Katy, TX 77494",6,0,27
5463,"9921 4th Ave APT 6A, Brooklyn, NY 11209",0,86,0
5464,"6796 Chico Way NW, Bremerton, WA 98312",6,24,31
5465,"370 Rosecrans St APT 303, San Diego, CA 92106",8,18,28
5466,"5222 Mount Vernon St, Houston, TX 77006",69,63,81
5467,"1309 SE Koda Cir, Pt Orchard, WA 98366",27,0,0
5468,"1528 Hawken Dr, San Diego, CA 92154",8,28,3
5469,"6587 Korhummel Way, San Jose, CA 95119",25,41,33
5470,"51 Glen Eyrie Ave, San Jose, CA 95125",74,48,88
5471,"209 S 33rd St, West Des Moines, IA 50265",26,0,14
5472,"5533 Bridgeport Way W UNIT D, University Place, WA 98467",19,0,31
5473,"8549 Chad Rd, San Angelo, TX 76905",0,0,25
5474,"6235 Gerdts Dr, San Jose, CA 95135",7,18,21
5475,"3390 Don Diablo Dr, Carlsbad, CA 92010",9,26,38
5476,"4064 Huerfano Ave UNIT 156, San Diego, CA 92117",51,47,41
5477,"9608 Hilltop Rd, Bellevue, WA 98004",58,46,31
5478,"20 NE Gracewood Dr, Waukee, IA 50263",26,0,56
5479,"730 Main St, Dunkirk, NY 14048",45,0,50
5480,"3 Lakeview Dr, Chester, NY 10918",0,0,4
5481,"8541 Gear Trl, Indianola, IA 50125",0,0,13
5482,"3544 Eclipse Cir, Dubuque, IA 52003",15,22,4
5483,"6749 Muirlands Dr, La Jolla, CA 92037",18,22,22
5484,"3645 Pocahontas Ct, San Diego, CA 92117",69,39,45
5485,"19209 E 58th Ave APT D, Denver, CO 80249",14,29,53
5486,"4110 Hale Pkwy APT 4C, Denver, CO 80220",84,53,77
5487,"3101 W John Day Ave APT B202, Kennewick, WA 99336",66,0,46
5488,"87 Bassett St, San Jose, CA 95110",80,72,90
5489,"700 N Reed St UNIT 40, Sedro Woolley, WA 98284",7,0,0
5490,"2977 Ridgefield Ave, Carlsbad, CA 92010",20,18,0
5491,"30 Northwood Dr, Depew, NY 14043",44,0,0
5492,"5675 Brook View Ave, Des Moines, IA 50317",7,0,24
5493,"8306 Cherry Blossom Dr, Highlands, TX 77562",10,0,28
5494,"2836 Arcola Ave, San Diego, CA 92117",33,23,28
5495,"1653 Branham Park Ct, San Jose, CA 95118",81,23,55
5496,"7325 Corte Tomillo, Carlsbad, CA 92009",16,22,0
5497,"24227 SE 9th St, Sammamish, WA 98075",5,17,34
5498,"10122 Agave Azul, San Antonio, TX 78224",81,54,69
5499,"4136 Littleworth Way, San Jose, CA 95135",56,25,32
5500,"373 Luzon Ave, Del Mar, CA 92014",49,0,41
5501,"70 Hawthorne Way, San Jose, CA 95110",77,70,92
5502,"2314 NW North Creek Dr, Ankeny, IA 50023",18,0,43
5503,"9433 NE 126th Pl, Kirkland, WA 98034",26,41,43
5504,"2721 El Monte Way, San Jose, CA 95127",27,44,60
5505,"2000 Little Raven St UNIT 104, Denver, CO 80202",75,87,88
5506,"2501 College Dr, Emmetsburg, IA 50536",9,0,35
5507,"1752 Fairdale Ave, Escondido, CA 92027",58,36,61
5508,"50 Gloucester Ave, Montauk, NY 11954",4,0,31
5509,"10504 Hollingsworth Way, San Diego, CA 92127",78,0,55
5510,"401 Main St, Fort Hunter, NY 12069",1,0,8
5511,"304 S Ash St, New London, IA 52645",35,0,38
5512,"2269 N Glencoe St, Denver, CO 80207",64,43,84
5513,"2123 Sunny Vista Dr, San Jose, CA 95128",59,36,74
5514,"26615 W 251st Pr NW, Benton City, WA 99320",0,0,0
5515,"5125 340th St NE, Iowa City, IA 52240",0,0,26
5516,"1394 Forrestal Ave, San Jose, CA 95110",56,54,73
5517,"303 3rd St, Ida Grove, IA 51445",54,0,50
5518,"2694 Canyon Crest Dr, Escondido, CA 92027",0,0,0
5519,"4516 Hickman Rd, Des Moines, IA 50310",56,27,51
5520,"685 Rimini Rd, Del Mar, CA 92014",63,0,0
5521,"2700 N Shore Dr, Clear Lake, IA 50428",4,0,37
5522,"2010 2nd Ave N, Fort Dodge, IA 50501",68,23,53
5523,"1175 N Emerson St APT 211, Denver, CO 80218",89,64,98
5524,"7165 Brisbane Ct, San Jose, CA 95129",60,23,75
5525,"1622 Lotus Gln, Escondido, CA 92026",17,19,31
5526,"5951 Sunstone Dr #210, San Jose, CA 95123",48,50,66
5527,"2 Bayard St APT 2B, Brooklyn, NY 11211",98,85,91
5528,"7103 Surfbird Cir, Carlsbad, CA 92011",25,0,0
5529,"5104 Westmont Ave UNIT 4, San Jose, CA 95130",24,32,49
5530,"5565 Thompson Rd, Clarence, NY 14031",4,0,0
5531,"Plan A3 Plan, 188 West St James",86,69,90
5532,"7014 San Carlos St #62, Carlsbad, CA 92011",58,0,61
5533,"830 S 301st Pl, Federal Way, WA 98003",36,38,21
5534,"0 Sanita Dr, Brookeland, TX 75931",0,0,16
5535,"261 Blue Springs Pass, Kyle, TX 78640",0,0,26
5536,"Cadence 6 Plan, Cadence Townhomes Portfolio at Central Park",46,23,43
5537,"1531 S Patton Ct, Denver, CO 80219",61,35,74
5538,"5622 S Thompson Ave, Tacoma, WA 98408",67,0,58
5539,"150 El Camino Real, Monticello, IA 52310",29,0,22
5540,"3070 S Ash St, Denver, CO 80222",73,48,80
5541,"2513 S 13th St, Tacoma, WA 98405",73,0,74
5542,"335 15th Ave #B, Seattle, WA 98122",28,0,0
5543,"3-F3 Fairmont Dr, Clifton Park, NY 12065",0,0,27
5544,"335 Ringwood Dr, San Diego, CA 92114",40,37,27
5545,"291 Highway 101, Quilcene, WA 98376",0,0,1
5546,"16 Rivers Edge Dr #307, Tarrytown, NY 10591",52,0,0
5547,"3905 N Harrison St, Denver, CO 80205",55,54,67
5548,"162 Garfield Pl APT 2R, Brooklyn, NY 11215",0,100,0
5549,"1810 S El Camino Real UNIT 206, Encinitas, CA 92024",23,0,27
5550,"4262 Greystone Dr, San Antonio, TX 78233",45,39,46
5551,"1804 Cypress St, San Diego, CA 92154",73,46,58
5552,"2750 Wheatstone St SPACE 65, San Diego, CA 92111",29,34,12
5553,"463 Pompano St, Bayou Vista, TX 77563",6,0,0
5554,"271 Avenue De Monaco, Cardiff, CA 92007",61,0,0
5555,"5628 Willow Wood Ln, Dallas, TX 75252",12,20,44
5556,"8966 Cliffridge Ave, La Jolla, CA 92037",56,57,84
5557,"9019 Eleanor Dr SE, Tumwater, WA 98501",6,0,32
5558,"2912 Meadows Dr, Plano, TX 75074",56,29,62
5559,"1812 NW Ashton Ln UNIT 4, Ankeny, IA 50023",37,0,43
5560,"181 Ocean Ave, Malverne, NY 11565",54,0,45
5561,"2201 Hart Ave APT 5, Des Moines, IA 50320",12,11,53
5562,"518 Cook St, Denver, CO 80206",79,50,73
5563,"334 Hillshire Dr, Woodland, WA 98674",6,0,30
5564,"919 Lancaster Ave, Syracuse, NY 13210",55,48,53
5565,"540 Ruggs Path, Sag Harbor, NY 11963",6,0,0
5566,"1645 Candlelight Ave, Escondido, CA 92029",36,23,16
5567,"9306 Covey Ln, Escondido, CA 92082",1,0,0
5568,"402 Kenbrook Cir, San Jose, CA 95111",58,49,55
5569,"175 Lemon St, Buffalo, NY 14204",63,53,66
5570,"2438 Welton St, Denver, CO 80205",90,76,99
5571,"431 E Saint John St, San Jose, CA 95112",87,0,88
5572,"33 Ayer Ave, San Jose, CA 95110",83,62,89
5573,"1149 Johnson Rd, Cincinnatus, NY 13040",0,0,24
5574,"1932 Rensselaer Ave, Schenectady, NY 12303",54,30,46
5575,"11361 Avenger Rd, San Diego, CA 92126",58,29,47
5576,"2024 W 33rd Ave UNIT 1, Denver, CO 80211",85,64,85
5577,"0 Adams St LOT PM10178-PA, Carlsbad, CA 92008",7,8,37
5578,"11606 Flor Marsha St, El Paso, TX 79927",11,30,37
5579,"715 N 2nd St, Cherokee, IA 51012",67,0,33
5580,"15071 Jenna Grace Dr, Amarillo, TX 79119",1,0,25
5581,"336 Mayellen Ave, San Jose, CA 95126",79,52,60
5582,"Seacoast Plan, Parkside at Tarob Court",0,0,0
5583,"5453 Thunderbird Ln, La Jolla, CA 92037",14,0,21
5584,"515 N 6th St, Osage, IA 50461",52,0,55
5585,"615 Katmai Cir, Pflugerville, TX 78660",19,0,34
5586,"765 Glen Dr, Moville, IA 51039",24,0,34
5587,"575 6th Ave UNIT 1110, San Diego, CA 92101",98,81,92
5588,"2862 6th Ave UNIT 102, San Diego, CA 92103",89,52,39
5589,"407 County Road 699, Farmersville, TX 75442",0,0,0
5590,"431 Avenue P #204, Brooklyn, NY 11223",94,79,73
5591,"Plan 2 Plan, Solmar",0,0,0
5592,"25 Elm Rd, Lake Peekskill, NY 10537",2,0,14
5593,"2970 Newport St, Denver, CO 80207",60,47,81
5594,"6059 Rancho Mission Rd UNIT 106, San Diego, CA 92108",54,46,54
5595,"1685 S Wolff St, Denver, CO 80219",96,82,94
5596,"1830 Rincon Ave, Escondido, CA 92026",0,0,1
5597,"620 Warren Pl, Ithaca, NY 14850",2,0,0
5598,"3089 Valley Of Hearts Delight Pl UNIT 3, San Jose, CA 95136",44,42,29
5599,"1210 Syracuse St, Denver, CO 80220",61,52,68
5600,"17161 Alva Rd UNIT 2724, San Diego, CA 92127",23,0,21
5601,"1300 S Parker Rd APT 299F, Denver, CO 80231",65,39,68
5602,"1220 Curtiss Ave, San Jose, CA 95125",80,50,91
5603,"5524 Starcrest Dr, San Jose, CA 95123",73,40,76
5604,"5486 Colony Field Dr, San Jose, CA 95123",42,43,68
5605,"422 S Davis St, Ottumwa, IA 52501",30,0,37
5606,"806 W 5th St, Storm Lake, IA 50588",62,0,57
5607,"26 Perch Dr, Mahopac, NY 10541",1,0,7
5608,"1484 S Humboldt St, Denver, CO 80210",47,56,78
5609,"8733 Tommy Dr, San Diego, CA 92119",67,27,53
5610,"1102 Darlene Ln, Arlington, TX 76010",70,0,49
5611,"2910 Pacific Ave, Hoquiam, WA 98550",51,0,42
5612,"17 Genung St, Middletown, NY 10940",81,0,0
5613,"500 106th Ave NE UNIT 2811, Bellevue, WA 98004",93,59,58
5614,"1812 Gibson St, Cedar Falls, IA 50613",54,25,71
5615,"5879 Snell Ave, San Jose, CA 95123",57,46,64
5616,"Stephens Cir, Sherman, TX 75092",0,0,18
5617,"1185 S Fillmore St, Denver, CO 80210",56,39,76
5618,"1240 India St UNIT 1510, San Diego, CA 92101",94,81,84
5619,"6315 S I St, Tacoma, WA 98408",62,0,57
5620,"7111 Tanager Dr, Carlsbad, CA 92011",16,21,18
5621,"269 E Williams St, Postville, IA 52162",40,0,64
5622,"4077 3rd Ave APT 210, San Diego, CA 92103",92,52,73
5623,"2 Ellen Ct, Rye, NY 10580",30,0,28
5624,"1005 Peterlynn Dr, San Diego, CA 92154",43,37,46
5625,"14670 Caminito Orense Este, San Diego, CA 92129",19,27,8
5626,"32802 Bayou Bnd, Angleton, TX 77515",0,0,0
5627,"147 Northridge Dr, West Branch, IA 52358",43,0,39
5628,"1170 Ocean Pkwy #F4, Brooklyn, NY 11230",0,89,0
5629,"512 Clear Spring Ln, Leander, TX 78641",33,0,37
5630,"2615 Peach Ct #B, Pt Angeles, WA 98363",10,25,23
5631,"8519 7th Ave S, Seattle, WA 98108",64,41,69
5632,"2201 E 29th St, Brooklyn, NY 11229",0,70,0
5633,"235 Clark St, Escondido, CA 92025",93,47,56
5634,"350 W 50th St #15BC, New York, NY 10019",62,50,64
5635,"7748 Kilmarnok Dr, San Jose, CA 95135",0,0,11
5636,"7500 E Dartmouth Ave APT 26, Denver, CO 80231",57,40,75
5637,"554 E Wellesley Ave, Spokane, WA 99207",69,41,56
5638,"1109 Bessie St, Fort Worth, TX 76104",61,43,53
5639,"2 Rivervale Rd, Middletown, NY 10940",19,0,0
5640,"4900 Alburnett Rd, Marion, IA 52302",2,0,25
5641,"2615 S 240th St APT 103, Des Moines, WA 98198",57,0,0
5642,"8480 Cliffridge Ln, La Jolla, CA 92037",15,42,45
5643,"3504 Ocean View Blvd, San Diego, CA 92113",66,51,46
5644,"1267 Lidstrom Rd SE, Pt Orchard, WA 98366",43,0,36
5645,"2870 Lantz Ave, San Jose, CA 95124",77,38,76
5646,"31423 8th Pl SW, Federal Way, WA 98023",28,34,41
5647,"3971-73 Georgia St, San Diego, CA 92103",89,58,65
5648,"14952 Stonebridge Rd, Escondido, CA 92027",0,0,0
5649,"3225 Blake St UNIT 27, Denver, CO 80205",87,58,96
5650,"90 Niagara St, Denver, CO 80230",59,41,60
5651,"2520-2524 San Elijo Ave, Cardiff By The Sea, CA 92007",52,26,51
5652,"800 N Pearl St APT 1010, Denver, CO 80203",91,50,89
5653,"8635 9th Ave SE, Olympia, WA 98513",4,27,0
5654,"5120 Trinidad Way, San Diego, CA 92114",69,51,44
5655,"111 10th St, Del Mar, CA 92014",69,0,0
5656,"7612 Nueva Castilla Way, Carlsbad, CA 92009",10,18,0
5657,"1493 S Clarkson St, Denver, CO 80210",84,62,83
5658,"1690 Spruce St, Denver, CO 80220",63,52,79
5659,"1990 S Fox St, Denver, CO 80223",40,66,68
5660,"24227 SE 9th St, Sammamish, WA 98075",5,17,34
5661,"0 Border Ave, Del Mar, CA 92014",74,0,41
5662,"1106 NW Church St, Leon, IA 50144",25,0,28
5663,"2203 Avery Ave, Norwalk, IA 50211",10,0,21
5664,"117 Eureka Dr, Manlius, NY 13104",49,0,0
5665,"1801 High Ridge Ave, Carlsbad, CA 92008",23,15,8
5666,"1315 W Saint Johns Ave, Austin, TX 78757",70,56,92
5667,"7447 Hillside Dr, La Jolla, CA 92037",13,31,16
5668,"1015 Gamble Ln, Escondido, CA 92029",14,8,16
5669,"1735 Central St #511, Denver, CO 80211",92,78,92
5670,"LOT 1 Hart Rd, La Fargeville, NY 13656",0,0,25
5671,"25418 Glacier Lake Dr, Cleveland, TX 77328",0,0,25
5672,"Residence 2 Plan, Canopy Grove Retreat",38,16,36
5673,"11840 Cypress Canyon Rd UNIT 2, San Diego, CA 92131",12,0,19
5674,"1741 Still Water Gln, Escondido, CA 92026",1,13,1
5675,"2538 Hartford St, San Diego, CA 92110",66,29,41
5676,"5425 Patterson Ct, Irving, TX 75039",45,47,60
5677,"1020 15th St APT 208, Denver, CO 80202",92,89,93
5678,"821 Wolverton Rd, Bradford, NY 14815",0,0,17
5679,"3128 Woods Rd E, Pt Orchard, WA 98366",0,0,20
5680,"4638 Japonica Way, San Jose, CA 95129",67,41,65
5681,"2502 Wanek Rd UNIT C, Escondido, CA 92027",51,35,57
5682,"114 Eldred Ave #2, Frankfort, NY 13340",0,0,0
5683,"115 Marjorie Ln, Middleburgh, NY 12122",44,0,45
5684,"113 Nugget St, Moxee, WA 98936",12,0,0
5685,"149 Travis Hill Rd, Preston Hollow, NY 12469",0,0,0
5686,"121 S Park Dr, Montgomery, TX 77356",11,0,33
5687,"1661 Hillsdale Ave, San Jose, CA 95124",77,27,61
5688,"10753 Castle Rock Dr, Cleveland, TX 77328",0,0,25
5689,"220 NE Eaglewood Dr, Ankeny, IA 50021",33,0,32
5690,"1237 Muirlands Vista Way, La Jolla, CA 92037",16,24,19
5691,"1600 Southview Cir, Fairfield, IA 52556",8,0,26
5692,"1238 63rd St #D237, Brooklyn, NY 11219",0,89,0
5693,"812 W 9th Ave, Escondido, CA 92025",71,45,37
5694,"3278 S Oneida Way, Denver, CO 80224",55,47,73
5695,"915 Union Mills Rd SE TRAILER 9, Lacey, WA 98503",21,29,44
5696,"4834 State Route 23, Windham, NY 12496",3,0,26
5697,"515 Marina Pointe Dr #515, Oceanside, NY 11572",83,0,62
5698,"4449 N Clay St #4451, Denver, CO 80211",77,41,75
5699,"1725 Mondamin Ave, Des Moines, IA 50314",53,40,43
5700,"1535 SE Olson Dr, Waukee, IA 50263",25,0,49
5701,"202 N Linn St #305, Iowa City, IA 52245",92,56,88
5702,"3 Hamilton Dr, Hopewell Junction, NY 12533",2,0,21
5703,"3609 1/2 Billman St, San Diego, CA 92115",0,0,0
5704,"4615 N Stevens St, Spokane, WA 99205",65,36,55
5705,"Bohemian Rhapsody Plan, Crescendo at Aria",49,39,43
5706,"221 W 148th St APT 2A, New York, NY 10039",95,100,70
5707,"620 Sandkey Dr, Port Aransas, TX 78373",22,0,37
5708,"3701 Pawnee Pl, Sioux City, IA 51104",20,25,32
5709,"1921 Orchard Way, Richland, WA 99352",38,26,49
5710,"1175 N Emerson St APT 206, Denver, CO 80218",89,64,98
5711,"4431 Cherokee St, Denver, CO 80216",50,36,56
5712,"32 Riverview Ter, Smithtown, NY 11787",15,0,40
5713,"5018 Montclair Dr NW, Cedar Rapids, IA 52405",17,18,32
5714,"2821 200th St, Spirit Lake, IA 51360",0,0,33
5715,"427 S Tama St, Manchester, IA 52057",55,0,44
5716,"131 Glenwood Ct, San Antonio, TX 78210",54,43,44
5717,"75 E Chestnut St, North Liberty, IA 52317",45,0,80
5718,"5 State St, Oxford, NY 13830",40,0,47
5719,"364 Coyote Creek Cir, San Jose, CA 95116",81,53,70
5720,"3249 105th St, Flushing, NY 11369",94,72,80
5721,"85 Nassau Dr, Great Neck, NY 11021",42,0,0
5722,"615 Columbine St, Denver, CO 80206",88,46,81
5723,"3640 W Alice Pl, Denver, CO 80211",71,37,74
5724,"Aster Plan, The Horizon Collection at Altaira at High Point",14,18,37
5725,"2729 Farragut Pl, Davenport, IA 52804",26,0,12
5726,"153 County Road 4657, Rhome, TX 76078",0,0,0
5727,"3105 Hector Dr, El Paso, TX 79935",66,29,48
5728,"647 S Jasmine Way, Denver, CO 80224",82,45,80
5729,"2046 Puerto Limon Ct, San Jose, CA 95116",62,52,54
5730,"5636 Brook View Ave, Des Moines, IA 50317",7,0,24
5731,"1321 Race St, Denver, CO 80206",82,55,95
5732,"2162 Page Creek Trl, Longview, TX 75601",3,0,25
5733,"1632 Olmeda St, Encinitas, CA 92024",74,29,66
5734,"304 Pennsylvania Ave, Story City, IA 50248",43,0,44
5735,"4728 Mount La Platta Dr, San Diego, CA 92117",43,45,28
5736,"Residence 1 Plan, Canopy Grove Reflection",19,16,36
5737,"2836 Lincoln Ave, San Diego, CA 92104",96,56,70
5738,"470 Eastern Phoebe, San Antonio, TX 78253",7,0,0
5739,"14 Valley View Ter UNIT 211, Spring Valley, NY 10977",25,0,38
5740,"1551 Regent St, Niskayuna, NY 12309",59,0,0
5741,"1595 S Steele St, Denver, CO 80210",66,46,62
5742,"5449 Red Fox Rd, Bettendorf, IA 52722",4,0,30
5743,"10212 Villa Del Lago, San Antonio, TX 78245",5,23,27
5744,"1533 W F Pl, La Center, WA 98629",21,0,10
5745,"8035 Robbins Glade, Converse, TX 78109",2,25,25
5746,"29871 Woodsons Edge Way, Spring, TX 77386",17,0,37
5747,"427 4th Ave SE, Oelwein, IA 50662",62,0,53
5748,"215 E 72nd St APT 5W, New York, NY 10021",100,100,65
5749,"12538 Heatherton Ct UNIT 36, San Diego, CA 92128",38,24,22
5750,"1116 Circle Dr, Escondido, CA 92025",84,37,55
5751,"809 Cherry St NW, Bondurant, IA 50035",15,0,33
5752,"12520 Sir Christophers Cv, Austin, TX 78729",41,24,38
5753,"0 Vega St, Houston, TX 77088",14,31,30
5754,"1136 Sienna Forest Ln, Pinehurst, TX 77362",0,0,24
5755,"523 143rd St S, Tacoma, WA 98444",43,0,49
5756,"10796 Elderwood Ln, San Diego, CA 92131",15,0,25
5757,"33470 Golden Lakes Ln, Black Diamond, WA 98010",0,0,8
5758,"14283 35th Ave NE, Seattle, WA 98125",75,49,64
5759,"2565 Park Ridge Dr, Escondido, CA 92025",0,21,0
5760,"413 Clayton Ave, Vestal, NY 13850",44,0,40
5761,"60 Weaver St, Buffalo, NY 14206",69,33,57
5762,"3026 Old Highway 77, Brownsville, TX 78520",49,0,47
